year,variable,material,application,level,value
2026,sent for sorting,HDPE,Film,High,14235.44355517943
2027,sent for sorting,HDPE,Film,High,14272.235117703365
2028,sent for sorting,HDPE,Film,High,14306.831272934493
2029,sent for sorting,HDPE,Film,High,14339.221126538543
2030,sent for sorting,HDPE,Film,High,14369.440538243014
2031,sent for sorting,HDPE,Film,High,14397.565515765456
2032,sent for sorting,HDPE,Film,High,14423.622982321487
2033,sent for sorting,HDPE,Film,High,14447.687013068502
2034,sent for sorting,HDPE,Film,High,14469.891586213407
2035,sent for sorting,HDPE,Film,High,14490.611125814625
2036,sent for sorting,HDPE,Film,High,14510.242166692437
2037,sent for sorting,HDPE,Film,High,14528.949822745291
2038,sent for sorting,HDPE,Film,High,14546.847906609502
2039,sent for sorting,HDPE,Film,High,14564.002516895123
2040,sent for sorting,HDPE,Film,High,14580.33684380897
2041,sent for sorting,HDPE,Film,High,14595.758522343214
2042,sent for sorting,HDPE,Film,High,14610.263876844207
2014,sent for sorting,PS,PTT,High,23295.144178482496
2015,sent for sorting,PS,PTT,High,24540.614534240474
2016,sent for sorting,PS,PTT,High,27674.550510633366
2017,sent for sorting,PS,PTT,High,28611.81212810534
2018,sent for sorting,PS,PTT,High,26588.261834064764
2019,sent for sorting,PS,PTT,High,26951.969523050077
2020,sent for sorting,PS,PTT,High,27900.180500093204
2021,sent for sorting,PS,PTT,High,22213.99639189683
2022,sent for sorting,PS,PTT,High,21383.584028735288
2023,sent for sorting,PS,PTT,High,25101.816034985935
2024,sent for sorting,PS,PTT,High,25254.437845584238
2025,sent for sorting,PS,PTT,High,25378.62684582511
2026,sent for sorting,PS,PTT,High,25473.951626387523
2027,sent for sorting,PS,PTT,High,25539.789163978658
2028,sent for sorting,PS,PTT,High,25601.698065694465
2029,sent for sorting,PS,PTT,High,25659.658860675525
2030,sent for sorting,PS,PTT,High,25713.7357023406
2031,sent for sorting,PS,PTT,High,25764.064602505674
2032,sent for sorting,PS,PTT,High,25810.693755179265
2033,sent for sorting,PS,PTT,High,25853.75571125264
2034,sent for sorting,PS,PTT,High,25893.490209234988
2035,sent for sorting,PS,PTT,High,25930.56727910313
2036,sent for sorting,PS,PTT,High,25965.696505161668
2037,sent for sorting,PS,PTT,High,25999.17336701789
2038,sent for sorting,PS,PTT,High,26031.20152240906
2039,sent for sorting,PS,PTT,High,26061.899242754083
2040,sent for sorting,PS,PTT,High,26091.129088921316
2041,sent for sorting,PS,PTT,High,26118.725776492298
2042,sent for sorting,PS,PTT,High,26144.68272465759
2014,sent for sorting,PS,Bottle,High,0.0
2015,sent for sorting,PS,Bottle,High,0.0
2016,sent for sorting,PS,Bottle,High,0.0
2017,sent for sorting,PS,Bottle,High,0.0
2018,sent for sorting,PS,Bottle,High,0.0
2019,sent for sorting,PS,Bottle,High,0.0
2020,sent for sorting,PS,Bottle,High,0.0
2021,sent for sorting,PS,Bottle,High,0.0
2022,sent for sorting,PS,Bottle,High,0.0
2023,sent for sorting,PS,Bottle,High,0.0
2024,sent for sorting,PS,Bottle,High,0.0
2025,sent for sorting,PS,Bottle,High,0.0
2026,sent for sorting,PS,Bottle,High,0.0
2027,sent for sorting,PS,Bottle,High,0.0
2028,sent for sorting,PS,Bottle,High,0.0
2029,sent for sorting,PS,Bottle,High,0.0
2030,sent for sorting,PS,Bottle,High,0.0
2031,sent for sorting,PS,Bottle,High,0.0
2032,sent for sorting,PS,Bottle,High,0.0
2033,sent for sorting,PS,Bottle,High,0.0
2034,sent for sorting,PS,Bottle,High,0.0
2035,sent for sorting,PS,Bottle,High,0.0
2036,sent for sorting,PS,Bottle,High,0.0
2037,sent for sorting,PS,Bottle,High,0.0
2038,sent for sorting,PS,Bottle,High,0.0
2039,sent for sorting,PS,Bottle,High,0.0
2040,sent for sorting,PS,Bottle,High,0.0
2041,sent for sorting,PS,Bottle,High,0.0
2042,sent for sorting,PS,Bottle,High,0.0
2014,sent for sorting,PS,Film,High,817.3734799239077
2015,sent for sorting,PS,Film,High,861.074194239042
2016,sent for sorting,PS,Film,High,971.036860084434
2017,sent for sorting,PS,Film,High,1003.923232629417
2018,sent for sorting,PS,Film,High,1723.3132667446055
2019,sent for sorting,PS,Film,High,2642.3499532593855
2020,sent for sorting,PS,Film,High,3282.3741765514314
2021,sent for sorting,PS,Film,High,3266.7641748380124
2022,sent for sorting,PS,Film,High,0.0
2023,sent for sorting,PS,Film,High,0.0
2024,sent for sorting,PS,Film,High,0.0
2025,sent for sorting,PS,Film,High,0.0
2026,sent for sorting,PS,Film,High,0.0
2027,sent for sorting,PS,Film,High,0.0
2028,sent for sorting,PS,Film,High,0.0
2029,sent for sorting,PS,Film,High,0.0
2030,sent for sorting,PS,Film,High,0.0
2031,sent for sorting,PS,Film,High,0.0
2032,sent for sorting,PS,Film,High,0.0
2033,sent for sorting,PS,Film,High,0.0
2034,sent for sorting,PS,Film,High,0.0
2035,sent for sorting,PS,Film,High,0.0
2036,sent for sorting,PS,Film,High,0.0
2037,sent for sorting,PS,Film,High,0.0
2038,sent for sorting,PS,Film,High,0.0
2039,sent for sorting,PS,Film,High,0.0
2040,sent for sorting,PS,Film,High,0.0
2041,sent for sorting,PS,Film,High,0.0
2042,sent for sorting,PS,Film,High,0.0
2014,sent for sorting,PS,Other,High,3909.484016928
2015,sent for sorting,PS,Other,High,1715.9737401094653
2016,sent for sorting,PS,Other,High,1907.8973629913987
2017,sent for sorting,PS,Other,High,2007.9204366726683
2018,sent for sorting,PS,Other,High,1857.3313906616434
2019,sent for sorting,PS,Other,High,1875.2887538652653
2020,sent for sorting,PS,Other,High,1811.1283905611117
2021,sent for sorting,PS,Other,High,1246.0280070421788
2022,sent for sorting,PS,Other,High,2899.585699903673
2023,sent for sorting,PS,Other,High,5009.380871262764
2024,sent for sorting,PS,Other,High,8857.369426773133
2025,sent for sorting,PS,Other,High,9597.933531273962
2026,sent for sorting,PS,Other,High,9656.427449787587
2027,sent for sorting,PS,Other,High,9703.93814275699
2028,sent for sorting,PS,Other,High,9740.387960610613
2029,sent for sorting,PS,Other,High,9765.562846018835
2030,sent for sorting,PS,Other,High,9789.23520979708
2031,sent for sorting,PS,Other,High,9811.397591883097
2032,sent for sorting,PS,Other,High,9832.074886334647
2033,sent for sorting,PS,Other,High,9851.319088856457
2034,sent for sorting,PS,Other,High,9869.14862282184
2035,sent for sorting,PS,Other,High,9885.61418507138
2036,sent for sorting,PS,Other,High,9900.807427618309
2037,sent for sorting,PS,Other,High,9914.984549136108
2038,sent for sorting,PS,Other,High,9928.416856582806
2039,sent for sorting,PS,Other,High,9941.217344480023
2040,sent for sorting,PS,Other,High,9953.463887085854
2041,sent for sorting,PS,Other,High,9965.201714165276
2042,sent for sorting,PS,Other,High,9976.378270463965
2014,sent for sorting,Other,Film,High,7765.0480594941655
2015,sent for sorting,Other,Film,High,8180.204843249469
2016,sent for sorting,Other,Film,High,9224.850168522551
2017,sent for sorting,Other,Film,High,9537.270707622687
2018,sent for sorting,Other,Film,High,17479.320277603867
2019,sent for sorting,Other,Film,High,27480.4395135063
2020,sent for sorting,Other,Film,High,23961.331485380448
2021,sent for sorting,Other,Film,High,13720.409536510751
2022,sent for sorting,Other,Film,High,51572.17324337282
2023,sent for sorting,Other,Film,High,60539.67397267484
2024,sent for sorting,Other,Film,High,60907.76186102212
2025,sent for sorting,Other,Film,High,61207.27650866186
2026,sent for sorting,Other,Film,High,61437.17745930586
2027,sent for sorting,Other,Film,High,61595.96209690225
2028,sent for sorting,Other,Film,High,61745.27180884195
2029,sent for sorting,Other,Film,High,61885.05960107208
2030,sent for sorting,Other,Film,High,62015.48022366353
2031,sent for sorting,Other,Film,High,62136.86168765302
2032,sent for sorting,Other,Film,High,62249.32023716596
2033,sent for sorting,Other,Film,High,62353.17554038944
2034,sent for sorting,Other,Film,High,62449.005799114704
2035,sent for sorting,Other,Film,High,62538.42696204767
2036,sent for sorting,Other,Film,High,62623.15039331567
2037,sent for sorting,Other,Film,High,62703.88870869021
2038,sent for sorting,Other,Film,High,62781.13308159962
2039,sent for sorting,Other,Film,High,62855.16876045031
2040,sent for sorting,Other,Film,High,62925.66426696526
2041,sent for sorting,Other,Film,High,62992.22099482182
2042,sent for sorting,Other,Film,High,63054.82303513418
2014,sent for sorting,PVC,Bottle,High,0.0
2015,sent for sorting,PVC,Bottle,High,0.0
2016,sent for sorting,PVC,Bottle,High,0.0
2017,sent for sorting,PVC,Bottle,High,0.0
2018,sent for sorting,PVC,Bottle,High,0.0
2019,sent for sorting,PVC,Bottle,High,0.0
2020,sent for sorting,PVC,Bottle,High,0.0
2021,sent for sorting,PVC,Bottle,High,318.64274788875247
2022,sent for sorting,PVC,Bottle,High,662.5165380728578
2023,sent for sorting,PVC,Bottle,High,4.3062753483995975
2024,sent for sorting,PVC,Bottle,High,0.025837652090397595
2025,sent for sorting,PVC,Bottle,High,0.00015502591254238797
2026,sent for sorting,PVC,Bottle,High,9.301554752543372e-07
2027,sent for sorting,PVC,Bottle,High,5.5809328515260115e-09
2028,sent for sorting,PVC,Bottle,High,3.348559710915594e-11
2029,sent for sorting,PVC,Bottle,High,2.0091358265493703e-13
2030,sent for sorting,PVC,Bottle,High,1.2054814959296185e-15
2031,sent for sorting,PVC,Bottle,High,7.232888975577637e-18
2032,sent for sorting,PVC,Bottle,High,4.3397333853466184e-20
2033,sent for sorting,PVC,Bottle,High,2.603840031207992e-22
2034,sent for sorting,PVC,Bottle,High,1.5623040187248017e-24
2035,sent for sorting,PVC,Bottle,High,9.373824112348932e-27
2036,sent for sorting,PVC,Bottle,High,5.624294467409327e-29
2037,sent for sorting,PVC,Bottle,High,3.3745766804455957e-31
2038,sent for sorting,PVC,Bottle,High,2.024746008267348e-33
2039,sent for sorting,PVC,Bottle,High,1.2148476049604165e-35
2040,sent for sorting,PVC,Bottle,High,7.28908562976247e-38
2041,sent for sorting,PVC,Bottle,High,4.3734513778575554e-40
2042,sent for sorting,PVC,Bottle,High,2.6240708267145162e-42
2014,sent for sorting,PVC,Film,High,3677.881670022
2015,sent for sorting,PVC,Film,High,3829.161409767753
2016,sent for sorting,PVC,Film,High,4395.570227182505
2017,sent for sorting,PVC,Film,High,4544.921163328475
2018,sent for sorting,PVC,Film,High,4204.0722545153285
2019,sent for sorting,PVC,Film,High,3008.280506108788
2020,sent for sorting,PVC,Film,High,1947.115439438076
2021,sent for sorting,PVC,Film,High,1604.5553937209922
2022,sent for sorting,PVC,Film,High,1330.9001138008528
2023,sent for sorting,PVC,Film,High,5459.269983403412
2024,sent for sorting,PVC,Film,High,5939.065275971387
2025,sent for sorting,PVC,Film,High,5977.855060684957
2026,sent for sorting,PVC,Film,High,6007.308741257941
2027,sent for sorting,PVC,Film,High,6029.914823548011
2028,sent for sorting,PVC,Film,High,6045.541645060108
2029,sent for sorting,PVC,Film,High,6060.202206430052
2030,sent for sorting,PVC,Film,High,6073.92800372571
2031,sent for sorting,PVC,Film,High,6086.734321365659
2032,sent for sorting,PVC,Film,High,6098.653253242233
2033,sent for sorting,PVC,Film,High,6109.696332762864
2034,sent for sorting,PVC,Film,High,6119.8948159755255
2035,sent for sorting,PVC,Film,High,6129.305300331956
2036,sent for sorting,PVC,Film,High,6138.0857793804535
2037,sent for sorting,PVC,Film,High,6146.404162912469
2038,sent for sorting,PVC,Film,High,6154.330981922861
2039,sent for sorting,PVC,Film,High,6161.914578879445
2040,sent for sorting,PVC,Film,High,6169.183073966497
2041,sent for sorting,PVC,Film,High,6176.104295205494
2042,sent for sorting,PVC,Film,High,6182.63916152793
2014,sent for sorting,PP,Film,High,54355.3363990958
2015,sent for sorting,PP,Film,High,57261.43392520661
2016,sent for sorting,PP,Film,High,64573.95120498644
2017,sent for sorting,PP,Film,High,66760.8949795452
2018,sent for sorting,PP,Film,High,57361.713050501276
2019,sent for sorting,PP,Film,High,52846.999045622346
2020,sent for sorting,PP,Film,High,85998.20339880025
2021,sent for sorting,PP,Film,High,105843.15928989156
2022,sent for sorting,PP,Film,High,74842.54411806306
2023,sent for sorting,PP,Film,High,87856.35614771301
2024,sent for sorting,PP,Film,High,88390.53245007152
2025,sent for sorting,PP,Film,High,88825.19396670345
2026,sent for sorting,PP,Film,High,89158.830711303
2027,sent for sorting,PP,Film,High,89389.26204866305
2028,sent for sorting,PP,Film,High,89605.9432204573
2029,sent for sorting,PP,Film,High,89808.8060186799
2030,sent for sorting,PP,Film,High,89998.07496134989
2031,sent for sorting,PP,Film,High,90174.2261150854
2032,sent for sorting,PP,Film,High,90337.42816838967
2033,sent for sorting,PP,Film,High,90488.14499885758
2034,sent for sorting,PP,Film,High,90627.21575442691
2035,sent for sorting,PP,Film,High,90756.98546422985
2036,sent for sorting,PP,Film,High,90879.93778385474
2037,sent for sorting,PP,Film,High,90997.10675930041
2038,sent for sorting,PP,Film,High,91109.20535369393
2039,sent for sorting,PP,Film,High,91216.64736227039
2040,sent for sorting,PP,Film,High,91318.95179227793
2041,sent for sorting,PP,Film,High,91415.54020193417
2042,sent for sorting,PP,Film,High,91506.38953945933
2014,sent for sorting,LDPE,Film,High,148761.9733279197
2015,sent for sorting,LDPE,Film,High,156715.50335060724
2016,sent for sorting,LDPE,Film,High,176728.70853435385
2017,sent for sorting,LDPE,Film,High,182714.02833750643
2018,sent for sorting,LDPE,Film,High,171100.38867211656
2019,sent for sorting,LDPE,Film,High,174923.56689970606
2020,sent for sorting,LDPE,Film,High,208758.9976015862
2021,sent for sorting,LDPE,Film,High,199272.6146818403
2022,sent for sorting,LDPE,Film,High,192452.25627027728
2023,sent for sorting,LDPE,Film,High,225916.3443527668
2024,sent for sorting,LDPE,Film,High,227289.9406039426
2025,sent for sorting,LDPE,Film,High,228407.6416376882
2026,sent for sorting,LDPE,Film,High,229265.5646501188
2027,sent for sorting,LDPE,Film,High,229858.10243791452
2028,sent for sorting,LDPE,Film,High,230415.2825849346
2029,sent for sorting,LDPE,Film,High,230936.92970818633
2030,sent for sorting,LDPE,Film,High,231423.6213021187
2031,sent for sorting,LDPE,Film,High,231876.58144781325
2032,sent for sorting,LDPE,Film,High,232296.2437713512
2033,sent for sorting,LDPE,Film,High,232683.80140758932
2034,sent for sorting,LDPE,Film,High,233041.41187679936
2035,sent for sorting,LDPE,Film,High,233375.10552455927
2036,sent for sorting,LDPE,Film,High,233691.2685148773
2037,sent for sorting,LDPE,Film,High,233992.56032842325
2038,sent for sorting,LDPE,Film,High,234280.81367641926
2039,sent for sorting,LDPE,Film,High,234557.0931721556
2040,sent for sorting,LDPE,Film,High,234820.16178766076
2041,sent for sorting,LDPE,Film,High,235068.53202000848
2042,sent for sorting,LDPE,Film,High,235302.14450297158
2014,sent for sorting,PVC,Other,High,1225.808885196
2015,sent for sorting,PVC,Other,High,1276.3869263142883
2016,sent for sorting,PVC,Other,High,1430.8513377962724
2017,sent for sorting,PVC,Other,High,1505.9398826149688
2018,sent for sorting,PVC,Other,High,1392.998540286061
2019,sent for sorting,PVC,Other,High,1406.466565139424
2020,sent for sorting,PVC,Other,High,1207.425758448324
2021,sent for sorting,PVC,Other,High,623.0338989865352
2022,sent for sorting,PVC,Other,High,1288.7189767836005
2023,sent for sorting,PVC,Other,High,2146.8810265574284
2024,sent for sorting,PVC,Other,High,681.3776700430341
2025,sent for sorting,PVC,Other,High,738.36599496266
2026,sent for sorting,PVC,Other,High,742.8021130668735
2027,sent for sorting,PVC,Other,High,746.4567823007142
2028,sent for sorting,PVC,Other,High,749.2606125004614
2029,sent for sorting,PVC,Other,High,751.1971421958488
2030,sent for sorting,PVC,Other,High,753.0180931099005
2031,sent for sorting,PVC,Other,High,754.722891829066
2032,sent for sorting,PVC,Other,High,756.3134531350428
2033,sent for sorting,PVC,Other,High,757.7937760173054
2034,sent for sorting,PVC,Other,High,759.1652790186837
2035,sent for sorting,PVC,Other,High,760.4318602443607
2036,sent for sorting,PVC,Other,High,761.600571695335
2037,sent for sorting,PVC,Other,High,762.6911186784989
2038,sent for sorting,PVC,Other,High,763.7243737290485
2039,sent for sorting,PVC,Other,High,764.7090264984455
2040,sent for sorting,PVC,Other,High,765.6510680430539
2041,sent for sorting,PVC,Other,High,766.5539779155512
2042,sent for sorting,PVC,Other,High,767.4137131126059
2014,sent for sorting,PET,Film,High,12669.288940773948
2015,sent for sorting,PET,Film,High,13346.650010480547
2016,sent for sorting,PET,Film,High,15051.071331055442
2017,sent for sorting,PET,Film,High,15560.8101054941
2018,sent for sorting,PET,Film,High,18464.070718235103
2019,sent for sorting,PET,Film,High,23252.67958985651
2020,sent for sorting,PET,Film,High,26587.230828522283
2021,sent for sorting,PET,Film,High,24174.05489299405
2022,sent for sorting,PET,Film,High,20754.655083970203
2023,sent for sorting,PET,Film,High,24363.527332161128
2024,sent for sorting,PET,Film,High,24511.660260218818
2025,sent for sorting,PET,Film,High,24632.196645963322
2026,sent for sorting,PET,Film,High,24724.71775539469
2027,sent for sorting,PET,Film,High,24788.61889296386
2028,sent for sorting,PET,Film,High,24848.706944071946
2029,sent for sorting,PET,Film,High,24904.963012575132
2030,sent for sorting,PET,Film,High,24957.449357225352
2031,sent for sorting,PET,Film,High,25006.29799840714
2032,sent for sorting,PET,Film,High,25051.555702813344
2033,sent for sorting,PET,Film,High,25093.35113095266
2034,sent for sorting,PET,Film,High,25131.91696685814
2035,sent for sorting,PET,Film,High,25167.9035359716
2036,sent for sorting,PET,Film,High,25201.999549684762
2037,sent for sorting,PET,Film,High,25234.491797399714
2038,sent for sorting,PET,Film,High,25265.577943391014
2039,sent for sorting,PET,Film,High,25295.37279183726
2040,sent for sorting,PET,Film,High,25323.742939247157
2041,sent for sorting,PET,Film,High,25350.52795786488
2042,sent for sorting,PET,Film,High,25375.72146897877
2014,Total POM,PET,PTT,High,159112.2816
2015,Total POM,PET,PTT,High,161976.2511
2016,Total POM,PET,PTT,High,161976.2511
2017,Total POM,PET,PTT,High,161976.2511
2018,Total POM,PET,PTT,High,174813.6031
2019,Total POM,PET,PTT,High,189073.4266
2020,Total POM,PET,PTT,High,188443.3943
2021,Total POM,PET,PTT,High,188095.4304
2022,Total POM,PET,PTT,High,250283.5175
2023,Total POM,PET,PTT,High,271208.0735
2024,Total POM,PET,PTT,High,272857.0484
2025,Total POM,PET,PTT,High,274198.8262
2026,Total POM,PET,PTT,High,275228.7458
2027,Total POM,PET,PTT,High,275940.0756
2028,Total POM,PET,PTT,High,276608.9593
2029,Total POM,PET,PTT,High,277235.1863
2030,Total POM,PET,PTT,High,277819.4498
2031,Total POM,PET,PTT,High,278363.2194
2032,Total POM,PET,PTT,High,278867.0157
2033,Total POM,PET,PTT,High,279332.2709
2034,Total POM,PET,PTT,High,279761.5752
2035,Total POM,PET,PTT,High,280162.1677
2036,Total POM,PET,PTT,High,280541.7152
2037,Total POM,PET,PTT,High,280903.4099
2038,Total POM,PET,PTT,High,281249.4524
2039,Total POM,PET,PTT,High,281581.1204
2040,Total POM,PET,PTT,High,281896.929
2041,Total POM,PET,PTT,High,282195.0925
2042,Total POM,PET,PTT,High,282475.5397
2014,Total POM,PE,Bottle,High,941.4927905
2015,Total POM,PE,Bottle,High,958.4393553999998
2016,Total POM,PE,Bottle,High,958.4393553999998
2017,Total POM,PE,Bottle,High,958.4393554
2018,Total POM,PE,Bottle,High,1524.5372359999997
2019,Total POM,PE,Bottle,High,2160.839161
2020,Total POM,PE,Bottle,High,10499.77857
2021,Total POM,PE,Bottle,High,19262.78504
2022,Total POM,PE,Bottle,High,1078.808265
2023,Total POM,PE,Bottle,High,1169.000317
2024,Total POM,PE,Bottle,High,1176.107967
2025,Total POM,PE,Bottle,High,1181.8914919999997
2026,Total POM,PE,Bottle,High,1186.330801
2027,Total POM,PE,Bottle,High,1189.396878
2028,Total POM,PE,Bottle,High,1192.279997
2029,Total POM,PE,Bottle,High,1194.979251
2030,Total POM,PE,Bottle,High,1197.497629
2031,Total POM,PE,Bottle,High,1199.841463
2032,Total POM,PE,Bottle,High,1202.012999
2033,Total POM,PE,Bottle,High,1204.018409
2034,Total POM,PE,Bottle,High,1205.868859
2035,Total POM,PE,Bottle,High,1207.59555
2036,Total POM,PE,Bottle,High,1209.231531
2037,Total POM,PE,Bottle,High,1210.79056
2038,Total POM,PE,Bottle,High,1212.282122
2039,Total POM,PE,Bottle,High,1213.711726
2040,Total POM,PE,Bottle,High,1215.07297
2041,Total POM,PE,Bottle,High,1216.358157
2042,Total POM,PE,Bottle,High,1217.566981
2014,Total POM,PVC,Film,High,8473.435115
2015,Total POM,PVC,Film,High,8625.954198
2016,Total POM,PVC,Film,High,8625.954198
2017,Total POM,PVC,Film,High,8625.954198
2018,Total POM,PVC,Film,High,6098.148945
2019,Total POM,PVC,Film,High,3241.258741
2020,Total POM,PVC,Film,High,2763.099623
2021,Total POM,PVC,Film,High,2266.210005
2022,Total POM,PVC,Film,High,8630.466122
2023,Total POM,PVC,Film,High,9352.002533
2024,Total POM,PVC,Film,High,9408.863738
2025,Total POM,PVC,Film,High,9455.131939
2026,Total POM,PVC,Film,High,9490.646405
2027,Total POM,PVC,Film,High,9515.175021
2028,Total POM,PVC,Film,High,9538.239974
2029,Total POM,PVC,Film,High,9559.834009
2030,Total POM,PVC,Film,High,9579.981028
2031,Total POM,PVC,Film,High,9598.731703
2032,Total POM,PVC,Film,High,9616.103991
2033,Total POM,PVC,Film,High,9632.147273
2034,Total POM,PVC,Film,High,9646.950868
2035,Total POM,PVC,Film,High,9660.764404
2036,Total POM,PVC,Film,High,9673.852247
2037,Total POM,PVC,Film,High,9686.32448
2038,Total POM,PVC,Film,High,9698.256978
2039,Total POM,PVC,Film,High,9709.693807
2040,Total POM,PVC,Film,High,9720.583759
2041,Total POM,PVC,Film,High,9730.865259
2042,Total POM,PVC,Film,High,9740.535851
2014,Total POM,PP,Film,High,125218.5411
2015,Total POM,PP,Film,High,127472.4343
2016,Total POM,PP,Film,High,127472.4343
2017,Total POM,PP,Film,High,127472.4343
2018,Total POM,PP,Film,High,118405.7254
2019,Total POM,PP,Film,High,108041.958
2020,Total POM,PP,Film,High,144786.4202
2021,Total POM,PP,Film,High,183563.0104
2022,Total POM,PP,Film,High,128378.1836
2023,Total POM,PP,Film,High,139111.0377
2024,Total POM,PP,Film,High,139956.8481
2025,Total POM,PP,Film,High,140645.0876
2026,Total POM,PP,Film,High,141173.3653
2027,Total POM,PP,Film,High,141538.2284
2028,Total POM,PP,Film,High,141881.3196
2029,Total POM,PP,Film,High,142202.5309
2030,Total POM,PP,Film,High,142502.2178
2031,Total POM,PP,Film,High,142781.1341
2032,Total POM,PP,Film,High,143039.5469
2033,Total POM,PP,Film,High,143278.1907
2034,Total POM,PP,Film,High,143498.3942
2035,Total POM,PP,Film,High,143703.8705
2036,Total POM,PP,Film,High,143898.5522
2037,Total POM,PP,Film,High,144084.0766
2038,Total POM,PP,Film,High,144261.5726
2039,Total POM,PP,Film,High,144431.6954
2040,Total POM,PP,Film,High,144593.6834
2041,Total POM,PP,Film,High,144746.6207
2042,Total POM,PP,Film,High,144890.4708
2014,Total POM,PS,Film,High,1882.985581
2015,Total POM,PS,Film,High,1916.8787109999998
2016,Total POM,PS,Film,High,1916.878711
2017,Total POM,PS,Film,High,1916.878711
2018,Total POM,PS,Film,High,3557.253551
2019,Total POM,PS,Film,High,5402.097902
2020,Total POM,PS,Film,High,5526.199246
2021,Total POM,PS,Film,High,5665.525011
2022,Total POM,PS,Film,High,0.0
2023,Total POM,PS,Film,High,0.0
2024,Total POM,PS,Film,High,0.0
2025,Total POM,PS,Film,High,0.0
2026,Total POM,PS,Film,High,0.0
2027,Total POM,PS,Film,High,0.0
2028,Total POM,PS,Film,High,0.0
2029,Total POM,PS,Film,High,0.0
2030,Total POM,PS,Film,High,0.0
2031,Total POM,PS,Film,High,0.0
2032,Total POM,PS,Film,High,0.0
2033,Total POM,PS,Film,High,0.0
2034,Total POM,PS,Film,High,0.0
2035,Total POM,PS,Film,High,0.0
2036,Total POM,PS,Film,High,0.0
2037,Total POM,PS,Film,High,0.0
2038,Total POM,PS,Film,High,0.0
2039,Total POM,PS,Film,High,0.0
2040,Total POM,PS,Film,High,0.0
2041,Total POM,PS,Film,High,0.0
2042,Total POM,PS,Film,High,0.0
2014,Total POM,PS,Other,High,3765.971162
2015,Total POM,PS,Other,High,3833.757422
2016,Total POM,PS,Other,High,3833.757422
2017,Total POM,PS,Other,High,3833.757422
2018,Total POM,PS,Other,High,3049.074473
2019,Total POM,PS,Other,High,2160.839161
2020,Total POM,PS,Other,High,4973.579321
2021,Total POM,PS,Other,High,7931.735016
2022,Total POM,PS,Other,High,14024.50745
2023,Total POM,PS,Other,High,15197.00412
2024,Total POM,PS,Other,High,15289.403570000002
2025,Total POM,PS,Other,High,15364.5894
2026,Total POM,PS,Other,High,15422.30041
2027,Total POM,PS,Other,High,15462.15941
2028,Total POM,PS,Other,High,15499.63996
2029,Total POM,PS,Other,High,15534.73026
2030,Total POM,PS,Other,High,15567.46917
2031,Total POM,PS,Other,High,15597.93902
2032,Total POM,PS,Other,High,15626.16898
2033,Total POM,PS,Other,High,15652.23932
2034,Total POM,PS,Other,High,15676.29516
2035,Total POM,PS,Other,High,15698.74216
2036,Total POM,PS,Other,High,15720.0099
2037,Total POM,PS,Other,High,15740.27728
2038,Total POM,PS,Other,High,15759.66759
2039,Total POM,PS,Other,High,15778.25244
2040,Total POM,PS,Other,High,15795.94861
2041,Total POM,PS,Other,High,15812.65605
2042,Total POM,PS,Other,High,15828.37076
2014,Total POM,PS,PTT,High,53665.08906
2015,Total POM,PS,PTT,High,54631.04326
2016,Total POM,PS,PTT,High,54631.04325999999
2017,Total POM,PS,PTT,High,54631.04326
2018,Total POM,PS,PTT,High,54883.34051
2019,Total POM,PS,PTT,High,55101.3986
2020,Total POM,PS,PTT,High,46972.69359
2021,Total POM,PS,PTT,High,38525.57008
2022,Total POM,PS,PTT,High,36679.48102
2023,Total POM,PS,PTT,High,39746.01076
2024,Total POM,PS,PTT,High,39987.67089
2025,Total POM,PS,PTT,High,40184.31074
2026,Total POM,PS,PTT,High,40335.24722
2027,Total POM,PS,PTT,High,40439.49384
2028,Total POM,PS,PTT,High,40537.51989
2029,Total POM,PS,PTT,High,40629.29454
2030,Total POM,PS,PTT,High,40714.91937
2031,Total POM,PS,PTT,High,40794.60974
2032,Total POM,PS,PTT,High,40868.44196
2033,Total POM,PS,PTT,High,40936.62591
2034,Total POM,PS,PTT,High,40999.54119
2035,Total POM,PS,PTT,High,41058.24872
2036,Total POM,PS,PTT,High,41113.87205
2037,Total POM,PS,PTT,High,41166.87904
2038,Total POM,PS,PTT,High,41217.59216
2039,Total POM,PS,PTT,High,41266.19868
2040,Total POM,PS,PTT,High,41312.48098
2041,Total POM,PS,PTT,High,41356.17735
2042,Total POM,PS,PTT,High,41397.27737
2014,Total POM,PVC,Other,High,2824.478372
2015,Total POM,PVC,Other,High,2875.318066
2016,Total POM,PVC,Other,High,2875.318066
2017,Total POM,PVC,Other,High,2875.318066
2018,Total POM,PVC,Other,High,2032.7163149999997
2019,Total POM,PVC,Other,High,1080.41958
2020,Total POM,PVC,Other,High,2210.479698
2021,Total POM,PVC,Other,High,3399.315007
2022,Total POM,PVC,Other,High,1078.808265
2023,Total POM,PVC,Other,High,1169.000317
2024,Total POM,PVC,Other,High,1176.107967
2025,Total POM,PVC,Other,High,1181.891492
2026,Total POM,PVC,Other,High,1186.330801
2027,Total POM,PVC,Other,High,1189.396878
2028,Total POM,PVC,Other,High,1192.279997
2029,Total POM,PVC,Other,High,1194.979251
2030,Total POM,PVC,Other,High,1197.497629
2031,Total POM,PVC,Other,High,1199.841463
2032,Total POM,PVC,Other,High,1202.012999
2033,Total POM,PVC,Other,High,1204.018409
2034,Total POM,PVC,Other,High,1205.868859
